poll_time,window_end_epoch,secs_left,side,best_ask_price,best_ask_size,best_bid_price,best_bid_size,n_asks,n_bids,is_target_scenario
1788633804.5264049,1788633900,95.5,Down,0.5,127,0.49,13.14,49,49,False
1788633807.840513,1788633900,92.2,Up,0.51,13.14,0.5,127,49,49,False
1788633807.840513,1788633900,92.2,Down,0.5,127,0.49,13.14,49,49,False
1788633811.167785,1788633900,88.8,Up,0.51,13.14,0.5,70.94,49,49,False
1788633811.167785,1788633900,88.8,Down,0.5,70.94,0.49,13.14,49,49,False
1788633814.4226804,1788633900,85.6,Up,0.51,13.14,0.5,70.94,49,49,False
1788633814.4226804,1788633900,85.6,Down,0.5,70.94,0.49,13.14,49,49,False
1788633817.7550726,1788633900,82.2,Up,0.51,13.14,0.5,75.94,49,49,False
1788633817.7550726,1788633900,82.2,Down,0.5,75.94,0.49,13.14,49,49,False
1788633821.0809062,1788633900,78.9,Up,0.51,13.14,0.5,75.94,49,49,False
1788633821.0809062,1788633900,78.9,Down,0.5,75.94,0.49,13.14,49,49,False
1788633824.3197622,1788633900,75.7,Up,0.51,3.14,0.5,75.94,49,49,False
1788633824.3197622,1788633900,75.7,Down,0.5,75.94,0.49,3.14,49,49,False
1788633827.5739167,1788633900,72.4,Up,0.51,3.14,0.5,71.85,49,49,False
1788633827.5739167,1788633900,72.4,Down,0.5,71.85,0.49,3.14,49,49,False
1788633830.901254,1788633900,69.1,Up,0.51,3.14,0.5,71.85,49,49,False
1788633830.901254,1788633900,69.1,Down,0.5,71.85,0.49,3.14,49,49,False
1788633834.2697885,1788633900,65.7,Up,0.51,3.14,0.5,71.85,49,49,False
1788633834.2697885,1788633900,65.7,Down,0.5,71.85,0.49,3.14,49,49,False
1788633837.4253318,1788633900,62.6,Up,0.51,18.14,0.5,71.85,49,50,False
1788633837.4253318,1788633900,62.6,Down,0.5,71.85,0.49,18.14,50,49,False
1788633840.6600728,1788633900,59.3,Up,0.51,18.14,0.5,71.85,49,50,False
1788633840.6600728,1788633900,59.3,Down,0.5,71.85,0.49,18.14,50,49,False
1788633843.9058907,1788633900,56.1,Up,0.51,18.14,0.5,71.85,49,50,False
1788633843.9058907,1788633900,56.1,Down,0.5,71.85,0.49,18.14,50,49,False
1788633847.148734,1788633900,52.9,Up,0.51,10,0.5,71.85,49,50,False
1788633847.148734,1788633900,52.9,Down,0.5,71.85,0.49,10,50,49,False
1788633850.2910085,1788633900,49.7,Up,0.51,10,0.5,81.85,49,50,False
1788633850.2910085,1788633900,49.7,Down,0.5,81.85,0.49,10,50,49,False
1788633853.4666731,1788633900,46.5,Up,0.51,10,0.5,81.85,49,50,False
1788633853.4666731,1788633900,46.5,Down,0.5,81.85,0.49,10,50,49,False
