poll_time,window_end_epoch,secs_left,side,best_ask_price,best_ask_size,best_bid_price,best_bid_size,n_asks,n_bids,is_target_scenario
1788635374.3068743,1788635400,25.7,Down,0.5,142,0.49,60.22,50,49,False
1788635377.6475933,1788635400,22.4,Up,0.51,288.22,0.5,96,49,50,False
1788635377.6475933,1788635400,22.4,Down,0.5,10,0.49,388.22,50,49,False
1788635380.8817987,1788635400,19.1,Up,0.5,273.98,0.49,16,50,49,False
1788635380.8817987,1788635400,19.1,Down,0.51,16,0.5,273.98,49,50,False
1788635384.1976826,1788635400,15.8,Up,0.5,243.98,0.49,16,50,49,False
1788635384.1976826,1788635400,15.8,Down,0.51,16,0.5,243.98,49,50,False
1788635387.5214584,1788635400,12.5,Up,0.49,223,0.48,22.57,51,46,False
1788635387.5214584,1788635400,12.5,Down,0.52,22.57,0.51,223,46,51,False
1788635390.839192,1788635400,9.2,Up,0.47,25,0.46,20,53,46,False
1788635390.839192,1788635400,9.2,Down,0.54,20,0.53,25,46,53,False
1788635393.354111,1788635400,6.6,Up,0.47,30.71,0.46,26,53,46,False
1788635393.354111,1788635400,6.6,Down,0.54,26,0.53,30.71,46,53,False
1788635395.3272092,1788635400,4.7,Up,0.47,15.71,0.46,34.04,53,46,False
1788635395.3272092,1788635400,4.7,Down,0.54,49.04,0.53,15.71,46,53,False
1788635396.7195876,1788635400,3.3,Up,0.47,9.71,0.46,46.18,53,46,False
1788635396.7195876,1788635400,3.3,Down,0.54,46.18,0.53,9.71,46,53,False
1788635397.9665468,1788635400,2.0,Up,0.47,5.45,0.46,18.4,53,46,False
1788635397.9665468,1788635400,2.0,Down,0.55,173.23,0.53,5.45,45,53,False
1788635399.1951025,1788635400,0.8,Up,0.46,27.77,0.45,268,54,45,False
1788635399.1951025,1788635400,0.8,Down,0.55,268,0.54,27.77,45,54,False
1788635401.728598,1788635700,298.3,Up,0.51,288.66,0.5,610,48,50,False
1788635401.728598,1788635700,298.3,Down,0.5,610,0.49,288.66,50,48,False
1788635405.048398,1788635700,295.0,Up,0.51,288.66,0.5,600,48,50,False
1788635405.048398,1788635700,295.0,Down,0.5,600,0.49,288.66,50,48,False
1788635408.331452,1788635700,291.7,Up,0.51,298.66,0.5,710,49,50,False
1788635408.331452,1788635700,291.7,Down,0.5,710,0.49,298.66,50,49,False
1788635411.802514,1788635700,288.2,Up,0.51,319.16,0.5,710,49,50,False
1788635411.802514,1788635700,288.2,Down,0.5,710,0.49,319.16,50,49,False
1788635415.365493,1788635700,284.6,Up,0.51,319.16,0.5,715,49,50,False
1788635415.365493,1788635700,284.6,Down,0.5,715,0.49,324.16,50,49,False
1788635418.6833515,1788635700,281.3,Up,0.51,324.16,0.5,725,49,50,False
1788635418.6833515,1788635700,281.3,Down,0.5,725,0.49,324.16,50,49,False
1788635421.920038,1788635700,278.1,Up,0.51,324.16,0.5,730,49,50,False
1788635421.920038,1788635700,278.1,Down,0.5,730,0.49,324.16,50,49,False
1788635425.2601585,1788635700,274.7,Up,0.51,324.16,0.5,730,49,50,False
1788635425.2601585,1788635700,274.7,Down,0.5,730,0.49,324.16,50,49,False
1788635851.1359131,1788636000,148.9,Up,0.51,215,0.5,620,49,50,False
1788635851.1359131,1788636000,148.9,Down,0.5,620,0.49,215,50,49,False
1788635854.3947594,1788636000,145.6,Up,0.51,215,0.5,608,49,50,False
1788635854.3947594,1788636000,145.6,Down,0.5,608,0.49,215,50,49,False
1788635857.716396,1788636000,142.3,Up,0.51,215,0.5,608,49,50,False
1788635857.716396,1788636000,142.3,Down,0.5,608,0.49,215,50,49,False
1788635861.0311506,1788636000,139.0,Up,0.51,205,0.5,608,49,50,False
1788635861.0311506,1788636000,139.0,Down,0.5,608,0.49,205,50,49,False
1788635864.3610954,1788636000,135.6,Up,0.51,205,0.5,608,49,50,False
1788635864.3610954,1788636000,135.6,Down,0.5,608,0.49,205,50,49,False
1788635867.6828384,1788636000,132.3,Up,0.51,205,0.5,608,49,50,False
1788635867.6828384,1788636000,132.3,Down,0.5,608,0.49,205,50,49,False
1788635870.9372618,1788636000,129.1,Up,0.51,205,0.5,608,49,50,False
1788635870.9372618,1788636000,129.1,Down,0.5,608,0.49,205,50,49,False
1788635874.258135,1788636000,125.7,Up,0.51,205,0.5,608,49,50,False
1788635874.258135,1788636000,125.7,Down,0.5,608,0.49,205,50,49,False
1788635877.4869323,1788636000,122.5,Up,0.51,175.58,0.5,608,49,50,False
1788635877.4869323,1788636000,122.5,Down,0.5,608,0.49,175.58,50,49,False
1788635880.8215027,1788636000,119.2,Up,0.51,175.58,0.5,608,49,50,False
1788635880.8215027,1788636000,119.2,Down,0.5,608,0.49,175.58,50,49,False
1788635884.1510413,1788636000,115.8,Up,0.51,165.58,0.5,608,49,50,False
1788635884.1510413,1788636000,115.8,Down,0.5,608,0.49,165.58,50,49,False
1788635887.4573963,1788636000,112.5,Up,0.51,165.58,0.5,20,49,50,False
1788635887.4573963,1788636000,112.5,Down,0.5,20,0.49,165.58,50,49,False
1788635890.7025006,1788636000,109.3,Up,0.51,165.58,0.5,20,49,50,False
1788635890.7025006,1788636000,109.3,Down,0.5,20,0.49,165.58,50,49,False
1788635893.8518264,1788636000,106.1,Up,0.51,165.58,0.5,20,49,50,False
1788635893.8518264,1788636000,106.1,Down,0.5,20,0.49,165.58,50,49,False
1788635897.0766652,1788636000,102.9,Up,0.51,275.58,0.5,20,49,50,False
1788635897.0766652,1788636000,102.9,Down,0.5,20,0.49,275.58,50,49,False
1788635900.386664,1788636000,99.6,Up,0.51,275.58,0.5,20,49,50,False
1788635900.386664,1788636000,99.6,Down,0.5,20,0.49,275.58,50,49,False
1788635903.7118502,1788636000,96.3,Up,0.51,275.58,0.5,20,49,50,False
1788635903.7118502,1788636000,96.3,Down,0.5,20,0.49,275.58,50,49,False
1788635907.0175688,1788636000,93.0,Up,0.51,275.58,0.5,20,49,50,False
1788635907.0175688,1788636000,93.0,Down,0.5,20,0.49,275.58,50,49,False
1788635910.344134,1788636000,89.7,Up,0.51,275.58,0.5,20,49,50,False
1788635910.344134,1788636000,89.7,Down,0.5,20,0.49,275.58,50,49,False
1788635913.6705093,1788636000,86.3,Up,0.51,275.58,0.5,20,49,50,False
1788635913.6705093,1788636000,86.3,Down,0.5,20,0.49,275.58,50,49,False
1788635916.9854646,1788636000,83.0,Up,0.51,275.58,0.5,20,49,50,False
1788635916.9854646,1788636000,83.0,Down,0.5,20,0.49,275.58,50,49,False
1788635920.325572,1788636000,79.7,Up,0.51,275.58,0.5,20,49,50,False
1788635920.325572,1788636000,79.7,Down,0.5,20,0.49,275.58,50,49,False
1788635923.6813953,1788636000,76.3,Up,0.51,275.58,0.5,20,49,50,False
1788635923.6813953,1788636000,76.3,Down,0.5,20,0.49,275.58,50,49,False
1788635926.995994,1788636000,73.0,Up,0.51,275.58,0.5,20,49,50,False
1788635926.995994,1788636000,73.0,Down,0.5,20,0.49,275.58,50,49,False
1788635930.3157866,1788636000,69.7,Up,0.51,275.58,0.5,20,49,50,False
1788635930.3157866,1788636000,69.7,Down,0.5,20,0.49,275.58,50,49,False
1788635933.6476836,1788636000,66.4,Up,0.51,275.58,0.5,20,49,50,False
1788635933.6476836,1788636000,66.4,Down,0.5,20,0.49,275.58,50,49,False
1788635937.0586162,1788636000,62.9,Up,0.51,290.58,0.5,20,49,50,False
1788635937.0586162,1788636000,62.9,Down,0.5,20,0.49,290.58,50,49,False
1788635940.3083854,1788636000,59.7,Up,0.51,290.58,0.5,20,49,50,False
1788635940.3083854,1788636000,59.7,Down,0.5,20,0.49,290.58,50,49,False
1788635943.6537664,1788636000,56.3,Up,0.51,290.58,0.5,20,49,50,False
1788635943.6537664,1788636000,56.3,Down,0.5,20,0.49,285.58,50,49,False
1788635946.9845347,1788636000,53.0,Up,0.51,265,0.5,10,49,50,False
1788635946.9845347,1788636000,53.0,Down,0.5,10,0.49,265,50,49,False
1788635950.2308235,1788636000,49.8,Up,0.51,265,0.5,20,49,50,False
1788635950.2308235,1788636000,49.8,Down,0.5,20,0.49,265,50,49,False
1788635953.5632453,1788636000,46.4,Up,0.51,265,0.5,20,49,50,False
1788635953.5632453,1788636000,46.4,Down,0.5,20,0.49,265,50,49,False
1788635956.895532,1788636000,43.1,Up,0.51,259.11,0.5,20,49,50,False
1788635956.895532,1788636000,43.1,Down,0.5,20,0.49,259.11,50,49,False
1788635960.2544441,1788636000,39.7,Up,0.51,259.11,0.5,20,49,50,False
1788635960.2544441,1788636000,39.7,Down,0.5,20,0.49,259.11,50,49,False
1788635963.5565076,1788636000,36.4,Up,0.51,359.11,0.5,20,49,50,False
1788635963.5565076,1788636000,36.4,Down,0.5,20,0.49,359.11,50,49,False
1788635966.8971927,1788636000,33.1,Up,0.51,359.11,0.5,20,49,50,False
1788635966.8971927,1788636000,33.1,Down,0.5,20,0.49,359.11,50,49,False
1788635970.2165647,1788636000,29.8,Up,0.51,607.11,0.5,20,49,50,False
1788635970.2165647,1788636000,29.8,Down,0.5,20,0.49,607.11,50,49,False
1788635973.5502055,1788636000,26.4,Up,0.5,225,0.49,10,50,49,False
1788635973.5502055,1788636000,26.4,Down,0.51,10,0.5,230,49,50,False
1788635976.860571,1788636000,23.1,Up,0.49,22.93,0.48,54.42,51,48,False
1788635976.860571,1788636000,23.1,Down,0.52,54.42,0.51,22.93,48,51,False
1788635980.191755,1788636000,19.8,Up,0.49,10,0.48,317.42,51,48,False
1788635980.191755,1788636000,19.8,Down,0.52,317.42,0.51,10,48,51,False
1788635983.4946985,1788636000,16.5,Up,0.49,4.81,0.48,317.42,51,48,False
1788635983.4946985,1788636000,16.5,Down,0.52,317.42,0.51,4.81,48,51,False
1788635986.8177881,1788636000,13.2,Up,0.49,4.81,0.48,307.42,51,48,False
1788635986.8177881,1788636000,13.2,Down,0.52,307.42,0.51,4.81,48,51,False
1788635990.139933,1788636000,9.9,Up,0.5,189.71,0.48,307.42,50,48,False
1788635990.139933,1788636000,9.9,Down,0.52,307.42,0.5,189.71,48,50,False
1788635992.840409,1788636000,7.2,Up,0.49,110,0.48,313.57,51,48,False
1788635992.840409,1788636000,7.2,Down,0.52,313.57,0.51,110,48,51,False
1788635994.9709258,1788636000,5.0,Up,0.49,110,0.48,257.57,51,48,False
1788635994.9709258,1788636000,5.0,Down,0.52,257.57,0.51,110,48,51,False
1788635996.5463836,1788636000,3.5,Up,0.49,110,0.48,255.53,51,48,False
1788635996.5463836,1788636000,3.5,Down,0.52,255.53,0.51,110,48,51,False
1788635997.7747138,1788636000,2.2,Up,0.49,105.9,0.48,255.53,51,48,False
1788635997.7747138,1788636000,2.2,Down,0.52,255.53,0.51,105.9,48,51,False
1788635999.0139492,1788636000,1.0,Up,0.49,103.41,0.48,245.53,51,48,False
1788635999.0139492,1788636000,1.0,Down,0.52,245.53,0.51,99.32,48,51,False
1788636001.521235,1788636300,298.5,Up,0.51,168,0.5,600,48,50,False
1788636001.521235,1788636300,298.5,Down,0.5,600,0.49,168,50,48,False
1788636004.854059,1788636300,295.1,Up,0.51,168,0.5,600,48,50,False
1788636004.854059,1788636300,295.1,Down,0.5,600,0.49,168,50,48,False
1788636008.092025,1788636300,291.9,Up,0.51,123,0.5,610,49,50,False
1788636008.092025,1788636300,291.9,Down,0.5,610,0.49,148,50,49,False
1788636011.329641,1788636300,288.7,Up,0.51,148,0.5,610,49,50,False
1788636011.329641,1788636300,288.7,Down,0.5,610,0.49,148,50,49,False
1788636014.6454754,1788636300,285.4,Up,0.51,148,0.5,610,49,50,False
1788636014.6454754,1788636300,285.4,Down,0.5,615,0.49,148,50,49,False
1788636018.0270154,1788636300,282.0,Up,0.51,164,0.5,615,49,50,False
1788636018.0270154,1788636300,282.0,Down,0.5,615,0.49,164,50,49,False
1788636021.3612523,1788636300,278.6,Up,0.51,164,0.5,620,49,50,False
1788636021.3612523,1788636300,278.6,Down,0.5,620,0.49,164,50,49,False
1788636024.6860037,1788636300,275.3,Up,0.51,164,0.5,620,49,50,False
1788636024.6860037,1788636300,275.3,Down,0.5,620,0.49,164,50,49,False
1788636028.0067265,1788636300,272.0,Up,0.51,164,0.5,620,49,50,False
1788636028.0067265,1788636300,272.0,Down,0.5,620,0.49,164,50,49,False
1788636031.313808,1788636300,268.7,Up,0.51,164,0.5,620,49,50,False
1788636031.313808,1788636300,268.7,Down,0.5,620,0.49,164,50,49,False
1788636034.6540778,1788636300,265.3,Up,0.51,164,0.5,620,49,50,False
1788636034.6540778,1788636300,265.3,Down,0.5,620,0.49,164,50,49,False
1788636037.9910638,1788636300,262.0,Up,0.51,164,0.5,620,49,50,False
1788636037.9910638,1788636300,262.0,Down,0.5,620,0.49,164,50,49,False
1788636041.2348423,1788636300,258.8,Up,0.51,164,0.5,620,49,50,False
1788636041.2348423,1788636300,258.8,Down,0.5,620,0.49,164,50,49,False
1788636044.5843973,1788636300,255.4,Up,0.51,164,0.5,620,49,50,False
1788636044.5843973,1788636300,255.4,Down,0.5,620,0.49,164,50,49,False
1788636047.9344733,1788636300,252.1,Up,0.51,164,0.5,620,49,50,False
1788636047.9344733,1788636300,252.1,Down,0.5,620,0.49,164,50,49,False
1788636051.2794437,1788636300,248.7,Up,0.51,274,0.5,620,49,50,False
1788636051.2794437,1788636300,248.7,Down,0.5,620,0.49,274,50,49,False
1788636054.5178409,1788636300,245.5,Up,0.51,274,0.5,620,49,50,False
1788636054.5178409,1788636300,245.5,Down,0.5,620,0.49,274,50,49,False
1788636057.8287292,1788636300,242.2,Up,0.51,274,0.5,616.78,49,50,False
1788636057.8287292,1788636300,242.2,Down,0.5,616.78,0.49,274,50,49,False
1788636061.0581524,1788636300,238.9,Up,0.51,274,0.5,616.78,49,50,False
1788636061.0581524,1788636300,238.9,Down,0.5,616.78,0.49,274,50,49,False
1788636064.3782706,1788636300,235.6,Up,0.51,274,0.5,616.78,49,50,False
1788636064.3782706,1788636300,235.6,Down,0.5,616.78,0.49,274,50,49,False
1788636067.7108245,1788636300,232.3,Up,0.51,274,0.5,621.78,49,50,False
1788636067.7108245,1788636300,232.3,Down,0.5,621.78,0.49,274,50,49,False
1788636071.0122967,1788636300,229.0,Up,0.51,274,0.5,621.78,49,50,False
1788636071.0122967,1788636300,229.0,Down,0.5,621.78,0.49,274,50,49,False
1788636074.3651922,1788636300,225.6,Up,0.51,274,0.5,621.78,49,50,False
1788636074.3651922,1788636300,225.6,Down,0.5,621.78,0.49,274,50,49,False
1788636077.680793,1788636300,222.3,Up,0.51,274,0.5,621.78,49,50,False
1788636077.680793,1788636300,222.3,Down,0.5,621.78,0.49,274,50,49,False
1788636080.9307263,1788636300,219.1,Up,0.51,274,0.5,600.74,49,50,False
1788636080.9307263,1788636300,219.1,Down,0.5,600.74,0.49,274,50,49,False
1788636084.2555385,1788636300,215.7,Up,0.51,266.15,0.5,596.74,49,50,False
1788636084.2555385,1788636300,215.7,Down,0.5,596.74,0.49,266.15,50,49,False
1788636087.5651546,1788636300,212.4,Up,0.51,266.15,0.5,596.74,49,50,False
1788636087.5651546,1788636300,212.4,Down,0.5,596.74,0.49,266.15,50,49,False
1788636090.7102635,1788636300,209.3,Up,0.51,266.15,0.5,596.74,49,50,False
1788636090.7102635,1788636300,209.3,Down,0.5,596.74,0.49,266.15,50,49,False
1788636094.0525045,1788636300,205.9,Up,0.51,266.15,0.5,596.74,49,50,False
1788636094.0525045,1788636300,205.9,Down,0.5,596.74,0.49,266.15,50,49,False
1788636097.3675048,1788636300,202.6,Up,0.51,266.15,0.5,596.74,49,50,False
1788636097.3675048,1788636300,202.6,Down,0.5,596.74,0.49,266.15,50,49,False
1788636100.6944954,1788636300,199.3,Up,0.51,266.15,0.5,596.74,49,50,False
1788636100.6944954,1788636300,199.3,Down,0.5,596.74,0.49,266.15,50,49,False
1788636103.9995425,1788636300,196.0,Up,0.51,266.15,0.5,596.74,49,50,False
1788636103.9995425,1788636300,196.0,Down,0.5,596.74,0.49,266.15,50,49,False
1788636107.319577,1788636300,192.7,Up,0.51,266.15,0.5,596.74,49,50,False
1788636107.319577,1788636300,192.7,Down,0.5,596.74,0.49,266.15,50,49,False
1788636110.6550827,1788636300,189.3,Up,0.51,266.15,0.5,596.74,49,50,False
1788636110.6550827,1788636300,189.3,Down,0.5,596.74,0.49,266.15,50,49,False
1788636113.9587224,1788636300,186.0,Up,0.51,266.15,0.5,596.74,49,50,False
1788636113.9587224,1788636300,186.0,Down,0.5,596.74,0.49,266.15,50,49,False
1788636117.2901125,1788636300,182.7,Up,0.51,266.15,0.5,596.74,49,50,False
1788636117.2901125,1788636300,182.7,Down,0.5,596.74,0.49,266.15,50,49,False
1788636120.6180549,1788636300,179.4,Up,0.51,266.15,0.5,596.74,49,50,False
1788636120.6180549,1788636300,179.4,Down,0.5,596.74,0.49,266.15,50,49,False
1788636123.9283514,1788636300,176.1,Up,0.51,156.15,0.5,596.74,49,50,False
1788636123.9283514,1788636300,176.1,Down,0.5,596.74,0.49,156.15,50,49,False
1788636127.2411437,1788636300,172.8,Up,0.51,156.15,0.5,596.74,49,50,False
1788636127.2411437,1788636300,172.8,Down,0.5,596.74,0.49,156.15,50,49,False
1788636130.5660455,1788636300,169.4,Up,0.51,156.15,0.5,596.74,49,50,False
1788636130.5660455,1788636300,169.4,Down,0.5,596.74,0.49,156.15,50,49,False
1788636133.8846316,1788636300,166.1,Up,0.51,41.04,0.5,596.74,49,50,False
1788636133.8846316,1788636300,166.1,Down,0.5,596.74,0.49,41.04,50,49,False
1788636137.1986642,1788636300,162.8,Up,0.51,41.04,0.5,596.74,49,50,False
1788636137.1986642,1788636300,162.8,Down,0.5,596.74,0.49,41.04,50,49,False
1788636140.4233103,1788636300,159.6,Up,0.51,41.04,0.5,596.74,49,50,False
1788636140.4233103,1788636300,159.6,Down,0.5,596.74,0.49,41.04,50,49,False
1788636143.7613113,1788636300,156.2,Up,0.51,41.04,0.5,596.74,49,50,False
1788636143.7613113,1788636300,156.2,Down,0.5,596.74,0.49,41.04,50,49,False
1788636147.1096492,1788636300,152.9,Up,0.51,41.04,0.5,596.74,49,50,False
1788636147.1096492,1788636300,152.9,Down,0.5,596.74,0.49,41.04,50,49,False
1788636150.4850519,1788636300,149.5,Up,0.51,41.04,0.5,596.74,49,50,False
1788636150.4850519,1788636300,149.5,Down,0.5,596.74,0.49,41.04,50,49,False
1788636153.7310405,1788636300,146.3,Up,0.51,41.04,0.5,596.74,49,50,False
1788636153.7310405,1788636300,146.3,Down,0.5,596.74,0.49,41.04,50,49,False
1788636157.067843,1788636300,142.9,Up,0.51,41.04,0.5,596.74,49,50,False
1788636157.067843,1788636300,142.9,Down,0.5,596.74,0.49,41.04,50,49,False
1788636160.3059452,1788636300,139.7,Up,0.51,41.04,0.5,596.74,49,50,False
1788636160.3059452,1788636300,139.7,Down,0.5,596.74,0.49,41.04,50,49,False
1788636163.6315107,1788636300,136.4,Up,0.51,11.62,0.5,596.74,49,50,False
1788636163.6315107,1788636300,136.4,Down,0.5,596.74,0.49,1.81,50,49,False
1788636166.8588872,1788636300,133.1,Up,0.51,1.81,0.5,590.74,49,50,False
1788636166.8588872,1788636300,133.1,Down,0.5,590.74,0.49,1.81,50,49,False
1788636170.1757243,1788636300,129.8,Up,0.51,1.81,0.5,590.74,49,50,False
1788636170.1757243,1788636300,129.8,Down,0.5,590.74,0.49,1.81,50,49,False
1788636173.5044901,1788636300,126.5,Up,0.51,1.81,0.5,590.74,49,50,False
1788636173.5044901,1788636300,126.5,Down,0.5,590.74,0.49,1.81,50,49,False
1788636176.817757,1788636300,123.2,Up,0.51,1.81,0.5,590.74,49,50,False
1788636176.817757,1788636300,123.2,Down,0.5,590.74,0.49,1.81,50,49,False
1788636179.9738889,1788636300,120.0,Up,0.51,1.81,0.5,590.74,49,50,False
1788636179.9738889,1788636300,120.0,Down,0.5,590.74,0.49,1.81,50,49,False
1788636183.2956572,1788636300,116.7,Up,0.51,1.81,0.5,590.74,49,50,False
1788636183.2956572,1788636300,116.7,Down,0.5,590.74,0.49,1.81,50,49,False
1788636186.6147182,1788636300,113.4,Up,0.51,1.81,0.5,25,49,50,False
1788636186.6147182,1788636300,113.4,Down,0.5,25,0.49,1.81,50,49,False
1788636189.9241517,1788636300,110.1,Up,0.51,1.81,0.5,25,49,50,False
1788636189.9241517,1788636300,110.1,Down,0.5,25,0.49,1.81,50,49,False
1788636193.2275078,1788636300,106.8,Up,0.51,1.81,0.5,25,49,50,False
1788636193.2275078,1788636300,106.8,Down,0.5,25,0.49,1.81,50,49,False
1788636196.5438106,1788636300,103.5,Up,0.52,242.81,0.5,25,48,50,False
1788636196.5438106,1788636300,103.5,Down,0.5,25,0.48,237.81,50,48,False
1788636199.874075,1788636300,100.1,Up,0.52,237.81,0.49,151.52,48,49,False
1788636199.874075,1788636300,100.1,Down,0.51,151.52,0.48,237.81,49,48,False
1788636203.1753845,1788636300,96.8,Up,0.52,237.81,0.49,151.52,48,49,False
1788636203.1753845,1788636300,96.8,Down,0.51,151.52,0.48,237.81,49,48,False
1788636206.427757,1788636300,93.6,Up,0.52,237.81,0.49,151.52,48,49,False
1788636206.427757,1788636300,93.6,Down,0.51,151.52,0.48,237.81,49,48,False
1788636209.883573,1788636300,90.1,Up,0.52,237.81,0.49,151.52,48,49,False
1788636209.883573,1788636300,90.1,Down,0.51,151.52,0.48,237.81,49,48,False
1788636213.1988869,1788636300,86.8,Up,0.52,237.81,0.49,141.52,48,49,False
1788636213.1988869,1788636300,86.8,Down,0.51,141.52,0.48,237.81,49,48,False
1788636216.5064952,1788636300,83.5,Up,0.52,237.81,0.49,141.52,48,49,False
1788636216.5064952,1788636300,83.5,Down,0.51,141.52,0.48,237.81,49,48,False
1788636219.742851,1788636300,80.3,Up,0.52,237.81,0.49,141.52,48,49,False
1788636219.742851,1788636300,80.3,Down,0.51,141.52,0.48,237.81,49,48,False
1788636223.0441363,1788636300,77.0,Up,0.52,237.81,0.49,141.52,48,49,False
1788636223.0441363,1788636300,77.0,Down,0.51,141.52,0.48,237.81,49,48,False
1788636226.36423,1788636300,73.6,Up,0.52,227.81,0.49,151.52,48,49,False
1788636226.36423,1788636300,73.6,Down,0.51,151.52,0.48,227.81,49,48,False
1788636229.6673079,1788636300,70.3,Up,0.52,227.04,0.49,151.52,48,49,False
1788636229.6673079,1788636300,70.3,Down,0.51,151.52,0.48,227.04,49,48,False
1788636232.9818654,1788636300,67.0,Up,0.52,227.04,0.49,156.52,48,49,False
1788636232.9818654,1788636300,67.0,Down,0.51,156.52,0.48,227.04,49,48,False
1788636236.2956421,1788636300,63.7,Up,0.52,242.04,0.49,171.52,48,49,False
1788636236.2956421,1788636300,63.7,Down,0.51,171.52,0.48,242.04,49,48,False
1788636239.5375044,1788636300,60.5,Up,0.52,242.04,0.5,35,48,50,False
1788636239.5375044,1788636300,60.5,Down,0.5,40,0.48,242.04,50,48,False
1788636242.781872,1788636300,57.2,Up,0.52,242.04,0.5,40,48,50,False
1788636242.781872,1788636300,57.2,Down,0.5,40,0.48,242.04,50,48,False
1788636246.0205588,1788636300,54.0,Up,0.52,212.04,0.51,110,48,51,False
1788636246.0205588,1788636300,54.0,Down,0.49,110,0.48,212.04,51,48,False
1788636249.338883,1788636300,50.7,Up,0.52,206.04,0.51,135,48,51,False
1788636249.338883,1788636300,50.7,Down,0.49,135,0.48,206.04,51,48,False
1788636252.6401258,1788636300,47.4,Up,0.52,206.04,0.51,135,48,51,False
1788636252.6401258,1788636300,47.4,Down,0.49,135,0.48,206.04,51,48,False
1788636255.8290503,1788636300,44.2,Up,0.52,110,0.51,120,48,51,False
1788636255.8290503,1788636300,44.2,Down,0.49,120,0.48,110,51,48,False
1788636259.0608783,1788636300,40.9,Up,0.52,110,0.51,114.24,48,51,False
1788636259.0608783,1788636300,40.9,Down,0.49,114.24,0.48,110,51,48,False
1788636262.3892798,1788636300,37.6,Up,0.52,110,0.51,214.24,48,51,False
1788636262.3892798,1788636300,37.6,Down,0.49,214.24,0.48,110,51,48,False
1788636265.6367183,1788636300,34.4,Up,0.52,125,0.51,206.04,48,51,False
1788636265.6367183,1788636300,34.4,Down,0.49,206.04,0.48,275,51,48,False
1788636268.868722,1788636300,31.1,Up,0.52,275,0.51,199.91,48,51,False
1788636268.868722,1788636300,31.1,Down,0.49,199.91,0.48,275,51,48,False
1788636272.1113503,1788636300,27.9,Up,0.52,100.38,0.51,297.86,48,51,False
1788636272.1113503,1788636300,27.9,Down,0.49,297.86,0.48,100.38,51,48,False
1788636275.430624,1788636300,24.6,Up,0.52,96.53,0.51,303.79,48,51,False
1788636275.430624,1788636300,24.6,Down,0.49,303.79,0.48,96.53,51,48,False
1788636278.7587967,1788636300,21.2,Up,0.52,92.67,0.51,298.38,48,51,False
1788636278.7587967,1788636300,21.2,Down,0.49,298.38,0.48,92.67,51,48,False
1788636282.072952,1788636300,17.9,Up,0.52,92.67,0.51,298.38,48,51,False
1788636282.072952,1788636300,17.9,Down,0.49,298.38,0.48,92.67,51,48,False
1788636285.3008978,1788636300,14.7,Up,0.52,92.67,0.51,298.38,48,51,False
1788636285.3008978,1788636300,14.7,Down,0.49,298.38,0.48,92.67,51,48,False
1788636288.6264036,1788636300,11.4,Up,0.52,92.67,0.51,304.32,48,51,False
1788636288.6264036,1788636300,11.4,Down,0.49,304.32,0.48,92.67,51,48,False
1788636291.782378,1788636300,8.2,Up,0.52,92.67,0.51,400.27,48,51,False
1788636291.782378,1788636300,8.2,Down,0.49,550.27,0.48,92.67,51,48,False
1788636294.1499438,1788636300,5.9,Up,0.55,27.36,0.54,213,45,54,False
1788636294.1499438,1788636300,5.9,Down,0.46,213,0.45,27.36,54,45,False
1788636295.8638604,1788636300,4.1,Up,0.64,5,0.62,189.46,36,62,False
1788636295.8638604,1788636300,4.1,Down,0.33,142,0.32,41.02,67,32,False
1788636297.2184134,1788636300,2.8,Up,0.69,47.38,0.68,107,31,68,False
1788636297.2184134,1788636300,2.8,Down,0.32,107,0.31,47.38,68,31,False
1788636298.5273843,1788636300,1.5,Up,0.69,47.38,0.68,198,31,68,False
1788636298.5273843,1788636300,1.5,Down,0.32,198,0.31,7.38,68,31,False
1788636301.0223753,1788636600,299.0,Up,0.51,290,0.5,10.5,48,50,False
1788636301.0223753,1788636600,299.0,Down,0.5,10.5,0.49,290,50,48,False
1788636304.3412545,1788636600,295.7,Up,0.51,290,0.5,0.5,48,50,False
1788636304.3412545,1788636600,295.7,Down,0.5,0.5,0.49,290,50,48,False
1788636307.5812707,1788636600,292.4,Up,0.51,325,0.5,10.5,48,50,False
1788636307.5812707,1788636600,292.4,Down,0.5,10.5,0.49,325,50,48,False
1788636310.820531,1788636600,289.2,Up,0.51,325,0.5,10.5,49,50,False
1788636310.820531,1788636600,289.2,Down,0.5,10.5,0.49,325,50,49,False
1788636314.0398085,1788636600,286.0,Up,0.51,325,0.5,10.5,49,50,False
1788636314.0398085,1788636600,286.0,Down,0.5,10.5,0.49,325,50,49,False
1788636317.2728946,1788636600,282.7,Up,0.51,335,0.5,15.5,49,50,False
1788636317.2728946,1788636600,282.7,Down,0.5,15.5,0.49,335,50,49,False
1788636320.6034977,1788636600,279.4,Up,0.51,335,0.5,15.5,49,50,False
1788636320.6034977,1788636600,279.4,Down,0.5,15.5,0.49,335,50,49,False
1788636323.834404,1788636600,276.2,Up,0.51,340.71,0.5,10.5,49,50,False
1788636323.834404,1788636600,276.2,Down,0.5,10.5,0.49,340.71,50,49,False
1788636327.1459763,1788636600,272.9,Up,0.51,340.71,0.5,10.5,49,50,False
1788636327.1459763,1788636600,272.9,Down,0.5,10.5,0.49,340.71,50,49,False
1788636330.3884516,1788636600,269.6,Up,0.51,340.71,0.5,10.5,49,50,False
